FIPS Code,Geography,Year,Program Type,Population
36005,Bronx County,2010,Postcensal Population Estimate,1386929
36007,Broome County,2010,Postcensal Population Estimate,200474
36009,Cattaraugus County,2010,Postcensal Population Estimate,80220
36011,Cayuga County,2010,Postcensal Population Estimate,79905
36013,Chautauqua County,2010,Postcensal Population Estimate,134726
36015,Chemung County,2010,Postcensal Population Estimate,88895
36017,Chenango County,2010,Postcensal Population Estimate,50404
36019,Clinton County,2010,Postcensal Population Estimate,82099
36021,Columbia County,2010,Postcensal Population Estimate,63035
36023,Cortland County,2010,Postcensal Population Estimate,49277
36025,Delaware County,2010,Postcensal Population Estimate,47888
36027,Dutchess County,2010,Postcensal Population Estimate,297721
36029,Erie County,2010,Postcensal Population Estimate,919160
36031,Essex County,2010,Postcensal Population Estimate,39359
36033,Franklin County,2010,Postcensal Population Estimate,51642
36035,Fulton County,2010,Postcensal Population Estimate,55453
36037,Genesee County,2010,Postcensal Population Estimate,59932
36039,Greene County,2010,Postcensal Population Estimate,49137
36041,Hamilton County,2010,Postcensal Population Estimate,4852
36043,Herkimer County,2010,Postcensal Population Estimate,64470
36045,Jefferson County,2010,Postcensal Population Estimate,116609
36047,Kings County,2010,Postcensal Population Estimate,2509954
36049,Lewis County,2010,Postcensal Population Estimate,27072
36051,Livingston County,2010,Postcensal Population Estimate,65226
36053,Madison County,2010,Postcensal Population Estimate,73442
36055,Monroe County,2010,Postcensal Population Estimate,744589
36057,Montgomery County,2010,Postcensal Population Estimate,50312
36059,Nassau County,2010,Postcensal Population Estimate,1341642
36061,New York County,2010,Postcensal Population Estimate,1589041
36063,Niagara County,2010,Postcensal Population Estimate,216474
36065,Oneida County,2010,Postcensal Population Estimate,234752
36067,Onondaga County,2010,Postcensal Population Estimate,467549
36069,Ontario County,2010,Postcensal Population Estimate,108183
36071,Orange County,2010,Postcensal Population Estimate,373451
36073,Orleans County,2010,Postcensal Population Estimate,42850
36075,Oswego County,2010,Postcensal Population Estimate,122141
36077,Otsego County,2010,Postcensal Population Estimate,62260
36079,Putnam County,2010,Postcensal Population Estimate,99644
36081,Queens County,2010,Postcensal Population Estimate,2234574
36083,Rensselaer County,2010,Postcensal Population Estimate,159342
36085,Richmond County,2010,Postcensal Population Estimate,469607
36087,Rockland County,2010,Postcensal Population Estimate,312497
36089,St. Lawrence County,2010,Postcensal Population Estimate,111821
36091,Saratoga County,2010,Postcensal Population Estimate,220123
36093,Schenectady County,2010,Postcensal Population Estimate,154867
36095,Schoharie County,2010,Postcensal Population Estimate,32684
36097,Schuyler County,2010,Postcensal Population Estimate,18341
36099,Seneca County,2010,Postcensal Population Estimate,35271
36101,Steuben County,2010,Postcensal Population Estimate,98969
36103,Suffolk County,2010,Postcensal Population Estimate,1494337
36105,Sullivan County,2010,Postcensal Population Estimate,77480
36107,Tioga County,2010,Postcensal Population Estimate,51012
36109,Tompkins County,2010,Postcensal Population Estimate,101743
36111,Ulster County,2010,Postcensal Population Estimate,182422
36113,Warren County,2010,Postcensal Population Estimate,65668
36115,Washington County,2010,Postcensal Population Estimate,63359
36117,Wayne County,2010,Postcensal Population Estimate,93751
36119,Westchester County,2010,Postcensal Population Estimate,950760
36121,Wyoming County,2010,Postcensal Population Estimate,42125
36123,Yates County,2010,Postcensal Population Estimate,25376
36000,New York State,2010,Census Base Population,19378117
36001,Albany County,2010,Census Base Population,304199
36003,Allegany County,2010,Census Base Population,48923
36005,Bronx County,2010,Census Base Population,1384224
36007,Broome County,2010,Census Base Population,200670
36009,Cattaraugus County,2010,Census Base Population,80337
36011,Cayuga County,2010,Census Base Population,80022
36013,Chautauqua County,2010,Census Base Population,134907
36015,Chemung County,2010,Census Base Population,88846
36017,Chenango County,2010,Census Base Population,50516
36019,Clinton County,2010,Census Base Population,82131
36021,Columbia County,2010,Census Base Population,63063
36023,Cortland County,2010,Census Base Population,49287
36025,Delaware County,2010,Census Base Population,47962
36027,Dutchess County,2010,Census Base Population,297444
36029,Erie County,2010,Census Base Population,919129
36031,Essex County,2010,Census Base Population,39371
36033,Franklin County,2010,Census Base Population,51597
36035,Fulton County,2010,Census Base Population,55509
36037,Genesee County,2010,Census Base Population,59937
36039,Greene County,2010,Census Base Population,49212
36041,Hamilton County,2010,Census Base Population,4842
36043,Herkimer County,2010,Census Base Population,64469
36045,Jefferson County,2010,Census Base Population,116234
36047,Kings County,2010,Census Base Population,2504856
36049,Lewis County,2010,Census Base Population,27087
36051,Livingston County,2010,Census Base Population,65194
36053,Madison County,2010,Census Base Population,73457
36055,Monroe County,2010,Census Base Population,744396
36057,Montgomery County,2010,Census Base Population,50268
36059,Nassau County,2010,Census Base Population,1339854
36061,New York County,2010,Census Base Population,1586609
36063,Niagara County,2010,Census Base Population,216479
36065,Oneida County,2010,Census Base Population,234851
36067,Onondaga County,2010,Census Base Population,467068
36069,Ontario County,2010,Census Base Population,108106
36071,Orange County,2010,Census Base Population,372823
36073,Orleans County,2010,Census Base Population,42891
36075,Oswego County,2010,Census Base Population,122109
36077,Otsego County,2010,Census Base Population,62278
36079,Putnam County,2010,Census Base Population,99633
36081,Queens County,2010,Census Base Population,2230511
36083,Rensselaer County,2010,Census Base Population,159435
36085,Richmond County,2010,Census Base Population,468730
36087,Rockland County,2010,Census Base Population,311691
36089,St. Lawrence County,2010,Census Base Population,111941
36091,Saratoga County,2010,Census Base Population,219598
36093,Schenectady County,2010,Census Base Population,154758
36095,Schoharie County,2010,Census Base Population,32723
36097,Schuyler County,2010,Census Base Population,18369
36099,Seneca County,2010,Census Base Population,35253
36101,Steuben County,2010,Census Base Population,98946
36103,Suffolk County,2010,Census Base Population,1493116
36105,Sullivan County,2010,Census Base Population,77504
36107,Tioga County,2010,Census Base Population,51052
36109,Tompkins County,2010,Census Base Population,101581
36111,Ulster County,2010,Census Base Population,182522
36113,Warren County,2010,Census Base Population,65698
36115,Washington County,2010,Census Base Population,63254
36117,Wayne County,2010,Census Base Population,93751
36119,Westchester County,2010,Census Base Population,949376
36121,Wyoming County,2010,Census Base Population,42154
36123,Yates County,2010,Census Base Population,25364
